Crop Type,Season,Temperature (°C),Humidity (%),Precipitation (mm),Soil Moisture (%),Wind Speed (km/h),Sunlight (hours),Disease Name
Soybean,Winter,33.61696157352240,38.07394867285010,19.89604043830780,13.231372896788600,15.619072495079200,11.323346205022100,Gray Leaf Spot
Soybean,Summer,16.371645582224200,74.3583585893434,15.373006640470900,25.578393463058200,0.2338177675243610,7.896837542415720,Powdery Mildew
Sugarcane,Autumn,33.32015569725370,52.79792834491400,37.84831780471030,11.985180367959000,7.958094602089450,11.140549476925300,Sheath Blight
Corn,Winter,25.78784248396110,42.764661017955700,8.924245730813040,47.244189197418500,3.425935845607190,9.018807784962410,Common Rust
Lentil,Summer,31.45145481035230,60.134178182236100,2.2471754161035000,50.211894695297900,3.7569226500179300,11.94471098943540,Fusarium Head Blight
Tomato,Spring,16.947360599756200,79.81086912994290,4.600391970486990,51.3833493466462,14.594022904661600,6.376866547470940,Sheath Blight
Sugarcane,Autumn,34.261303481916300,96.88887182058510,8.258581167560910,33.855829754793800,4.806389067909740,10.924869629866000,Northern Corn Leaf Blight
Lentil,Autumn,27.17468120450330,35.828108078633900,5.6823312136546500,54.13119374192650,0.1772556796956320,10.028559533304100,Rust
Millet,Winter,25.60792856456790,90.41599692103480,3.299592775207470,14.264529481939500,6.8097113939388700,7.157972389709450,Gray Leaf Spot
Cassava,Spring,31.13539331139820,75.34812692911190,9.754564420967440,19.969878278818700,8.291509017317610,11.147607600355700,Common Rust
Sorghum,Autumn,28.278524225118300,39.01435406830230,25.460801777167500,54.266596703095800,21.736729086859300,5.618081277034450,Brown Spot
Wheat,Summer,14.282806813666400,60.11794689671680,17.13152653607010,14.334815452744800,12.398428936118800,10.698338018865100,Common Rust
Rice,Autumn,24.54715973975600,70.12724375467080,36.6101580525755,16.50440428817040,5.858783601399100,5.306997115096110,Common Rust
Soybean,Spring,27.848528798515900,71.76828233515990,2.4619315322208000,42.95957812640880,5.117488836504470,5.157860496960440,Blast
Cassava,Winter,13.895686751339700,56.23560534389720,44.359342397286000,12.723688356297400,2.1127047057621300,10.313149330432600,Gray Leaf Spot
Sugarcane,Spring,28.593425977796500,81.14295740009220,46.78233407041410,35.42474555810950,6.904250728289230,8.367752971569360,Brown Spot
Oat,Winter,16.87753488976870,67.06201249484330,21.642611587445400,21.17843828598120,1.830486178327060,6.515076866735100,Northern Corn Leaf Blight
Sugarcane,Summer,29.77446934027710,38.027215000312000,22.8280849672635,26.743787556809700,11.763177850699900,11.475603974967500,Fusarium Head Blight
Millet,Spring,22.92354658423330,95.54503276395230,24.12931113353370,39.193096899378400,13.911966858959700,5.95721140592482,Brown Spot
Cassava,Spring,32.86556760471550,98.43973982636920,1.078319178042800,27.554755530341100,10.499659166781000,8.322241193645370,Rust
Oat,Summer,16.092846094890200,36.083553968236200,49.13866530286450,53.29391039574140,10.319646005411100,7.212353612373690,Gray Leaf Spot
Rice,Autumn,13.721977379343700,95.64205370136880,1.9835111414270900,38.70688818727310,21.504987275149700,6.973318496084690,Gray Leaf Spot
Millet,Winter,20.23151803515440,69.46093511820920,47.33578250891460,39.51388458675540,7.388664210335290,11.454233153768900,Sheath Blight
Barley,Winter,29.347645310400900,96.44238928604560,7.74879981883746,56.89408707506220,13.950764167638800,11.395202091117600,Common Rust
Lentil,Spring,18.285485932021300,83.47677490684750,23.61765208801630,39.939131857692100,18.44189119032660,10.46091555373540,Sheath Blight
Rice,Autumn,34.93968202953520,93.14961865314060,22.630556234904100,37.954169017522800,2.964628693615070,7.494271064184090,Gray Leaf Spot
Cassava,Spring,13.635399606378500,92.90765414017380,6.7749199288898400,51.747746583612300,22.766160859165600,7.696917641918120,Powdery Mildew
Wheat,Summer,26.54919799464890,81.3422128357747,48.48202349788650,18.928888818062500,7.891400792973310,9.168874786250630,Brown Spot
Lentil,Summer,29.961301927666200,88.12962556850350,23.003730418523900,47.12225082874400,12.713990404875400,8.955145919380100,Common Rust
Wheat,Autumn,19.581802934561300,66.73033983848980,44.82340219141640,39.89754422452230,13.471476411326200,10.632750604801400,Rust
Corn,Summer,29.949063972551500,91.11469350300680,39.08157993725300,47.772871976506800,12.031493172947100,9.937476285033560,Blast
Oat,Spring,10.62825785324880,84.60696849240760,14.898991168254600,29.808471133010700,19.912354139117300,7.700840845166000,Brown Spot
Sunflower,Winter,20.91812300712800,54.32683923197310,12.991369596186800,47.02853596439090,8.017950144604590,10.499785531790200,Fusarium Head Blight
Soybean,Spring,22.855566690370000,88.50603590677430,19.059568209891400,59.765658993875900,14.041944551956600,7.462318621339080,Blast
Sunflower,Autumn,15.894350118856200,33.38012076567920,15.471778263710400,48.671991192476400,7.013271326042560,10.687030753008900,Fusarium Head Blight
Sorghum,Summer,18.248098691247700,48.21381411630930,1.1898029905047900,40.33030665297740,17.921455080854000,11.076901365935500,Fusarium Head Blight
Wheat,Autumn,26.805827114326700,55.22435777901320,30.704239846043600,42.2987396146635,9.50025176236984,6.9580600413904600,Common Rust
Oat,Spring,27.2084144353327,88.43060371116280,28.25940725227050,46.47873850444550,17.55812508153910,7.650140258773640,Rust
Sunflower,Spring,33.560874591857200,71.97768216112610,26.301469331208600,41.50803763774310,19.428585231417400,8.980882732536270,Rust
Lentil,Autumn,13.98275033223470,96.73283230831720,35.838181304734000,49.683465522771900,18.708802219089500,9.48943415660144,Powdery Mildew
Soybean,Spring,13.975876879201800,44.63596083008510,36.055837255751000,48.48664071946490,17.88490819426710,8.075126177022270,Brown Spot
Lentil,Autumn,15.114223095514900,94.99241848156430,21.410056201511400,50.29079467642210,12.450284233855800,6.519141094495650,Fusarium Head Blight
Oat,Summer,15.196468268872500,50.76031569995950,23.06947417745070,53.81798230802630,3.852116009914440,6.977813701493860,Rust
Tomato,Winter,31.17680280967450,43.304208138578700,7.428994683787680,50.56013153946740,10.549017166257600,8.92951613379715,Rust
Soybean,Winter,29.2356119881362,67.28076676089090,6.561209048058450,31.295422327463100,2.3480685924713900,8.282326826280170,Common Rust
Millet,Winter,18.392543649501700,64.0931158417597,13.924419900246300,44.2936419702226,1.309007525227970,6.073223436271390,Brown Spot
Barley,Summer,17.970451954921700,74.78032645404750,29.68594900491220,51.359497861001100,23.822944749550600,6.272427216217550,Northern Corn Leaf Blight
Cotton,Autumn,26.109740563321300,38.20082553343530,9.50155698896767,39.813429736386500,10.00576029502590,6.507398473252400,Blast
Barley,Summer,20.927658290384500,38.5750361801002,34.25774240489060,48.54760972765680,24.180858668407800,9.656065485569710,Rust
Lentil,Spring,16.495607855411100,57.69757482372250,40.541862306070900,32.23553288020240,13.974925822835400,6.498183656360610,Blast
Sugarcane,Autumn,16.201252521822800,80.81730537796890,35.56971188402180,21.013462734756100,24.58116761961790,11.412390852322700,Rust
Wheat,Autumn,24.345243883461700,55.23485373294120,24.572486528979900,32.538071877832000,4.286824910361530,5.957694714083050,Sheath Blight
Sorghum,Spring,23.10406036745890,40.148430936991500,43.0308856107983,44.984114226832400,22.156942244621000,10.291254062810900,Fusarium Head Blight
Barley,Spring,24.682581326993100,50.40018972984040,43.23170260479130,53.96005521126240,14.795768513653700,9.723553909827610,Sheath Blight
Sunflower,Spring,23.414516343736600,39.87774989641330,2.7286113956760800,26.67158726082040,16.60470297431000,5.169979185077720,Powdery Mildew
Cotton,Summer,24.959154365449800,86.27297061536550,22.14214175633970,50.73203942448040,10.859783528057700,6.150412184597100,Rust
Corn,Summer,21.538694718560600,32.70381096055180,48.25448446856870,14.980373626160900,19.096422738488600,9.587018330464060,Common Rust
Barley,Summer,26.071085722127600,97.18278015188790,40.37283558855550,33.95150426690100,4.493568890914050,8.136583227238630,Gray Leaf Spot
Oat,Summer,32.712531508246400,62.91868159043250,18.46188784749790,41.038397144832100,3.7040674127722100,8.156768843000440,Powdery Mildew
Rice,Winter,32.45456205273100,66.91148854166740,24.59077493271540,49.021844896050700,16.0638890531326,10.173041812981300,Powdery Mildew
Lentil,Winter,31.055091805352800,52.40854129590930,43.423028463983000,25.781430977712800,17.47750194504890,9.85351999520762,Northern Corn Leaf Blight
Oat,Spring,18.878838622444800,59.61850936245070,46.55201222570730,56.91003793550210,10.06320672354650,9.02730452651574,Sheath Blight
Peanut,Winter,28.796615728753500,36.47702254197070,21.903103714865100,19.055941208016100,16.31767831567790,9.27667561113458,Gray Leaf Spot
Tomato,Autumn,18.193833070520200,33.83368704636300,29.153861878584400,44.55715772198720,7.43522469808891,7.679703932736420,Blast
Corn,Spring,34.664957079636600,97.24211501834920,21.68035693996300,51.454161328722200,23.314432954416200,5.245019000461560,Powdery Mildew
Tomato,Summer,28.20702798295490,87.6931315540283,24.10157608220100,38.67895065103000,12.83338756110060,8.447169793522070,Common Rust
Sunflower,Summer,34.450451282000300,79.07046423182500,7.519690949568200,17.368232910428900,17.705964611412500,6.55411813695943,Sheath Blight
Sorghum,Summer,12.603939155358800,41.46136377736890,18.413932118887700,41.43965369441730,3.19796164087984,8.675058355903320,Sheath Blight
Cassava,Winter,14.851080639155900,82.38162925485380,11.451648577278100,17.296542658688500,1.020583580555150,11.327348011880700,Northern Corn Leaf Blight
Cotton,Winter,10.25522951757550,88.9560948123931,18.025418525418800,18.19202283752160,2.5868084405473600,9.542772657783050,Sheath Blight
Sunflower,Spring,18.71203147339780,34.30953324079720,9.507783224262160,11.591629837996300,4.82634935726648,7.191338804219790,Gray Leaf Spot
Sunflower,Summer,26.247390981038900,30.212038922892900,46.25166920715770,28.71564682359950,2.285081658879300,6.684818960816740,Northern Corn Leaf Blight
Sunflower,Autumn,25.368637220623800,41.734312545300400,22.851694211610700,47.582184173040900,19.985894810322000,7.422653828395480,Powdery Mildew
Barley,Summer,29.388152312566400,63.18360672557100,3.921078655884840,32.24914185379920,17.35872330443510,6.513699389457290,Rust
Wheat,Summer,34.96142788332510,37.21125820569950,21.14931933696130,52.89315811050580,17.762168355278900,6.365315022395550,Powdery Mildew
Wheat,Summer,19.865286926636900,45.08038188501950,34.638284333007400,40.45131994149590,12.642760109539700,5.731731088376010,Sheath Blight
Oat,Summer,13.161650627061100,72.60351442597130,27.52168241789980,39.554172678781000,13.575430125330200,10.501607938646100,Brown Spot
Sorghum,Summer,34.11011189743870,68.71436806919970,13.569601911685400,53.17083005099980,17.354339151485400,9.958607520907290,Brown Spot
Rice,Spring,24.197341864903900,54.54216826203140,6.110767496544520,41.50924706736210,8.819342014712030,5.4702380859697,Blast
Wheat,Spring,25.69795070866210,50.40661584958560,38.492665352614800,41.072901813247700,4.857633024735020,6.527514013971380,Rust
Corn,Autumn,30.54984858918940,73.19514282012800,41.32107100259630,15.036878574404100,6.744809541586720,7.65728472436771,Common Rust
Cassava,Winter,26.425343335079900,99.05223046049270,34.075354600602700,32.15529328099150,22.83578205396000,7.169246772211140,Brown Spot
Sunflower,Winter,18.60835126299290,99.31897110246110,34.49882754732230,12.629907688015600,15.011686502671700,11.1408080099727,Common Rust
Cotton,Autumn,19.948006485014400,74.19711193061420,23.437658846021300,12.161077359251500,4.5134550824181300,6.2742622550853100,Blast
Sugarcane,Autumn,24.571226167938000,91.30116661768430,16.68832278271400,12.743175147163300,17.70270780023330,8.75371722926036,Fusarium Head Blight
Rice,Spring,15.854990480850700,87.64887956807290,18.850136659770200,54.22193189849770,6.034841573354500,11.490377114937200,Sheath Blight
Soybean,Winter,27.944362971074900,41.24332745836050,3.0475943098199700,29.539817658825700,18.487839586266600,7.812866482789700,Gray Leaf Spot
Corn,Summer,13.795166722186100,32.357693448930400,21.972628245680000,41.073329297749000,21.743049547745600,6.999414589718340,Fusarium Head Blight
Rice,Summer,24.990768867288800,50.49401628504770,25.299778614605200,45.736222953524700,3.283684151095810,11.144032801690300,Powdery Mildew
Millet,Autumn,24.343673259335100,51.6760303849988,0.7323280992150130,28.355417071593700,13.46312079216500,6.834927292011450,Blast
Wheat,Summer,11.187582993106300,69.60828266647130,36.711558221185800,28.146224131221900,17.707206181831100,5.994988019166070,Rust
Rice,Autumn,26.106233706755800,82.71821692043270,10.923238734483200,43.5718259268038,0.8667292967706300,6.22782738814296,Brown Spot
Rice,Winter,11.788649934990600,77.8082521439409,8.976590565091900,13.098261353883700,19.902213323057600,11.667192420141000,Fusarium Head Blight
Sugarcane,Spring,28.098077172235900,83.87973635877590,26.213747022181300,19.22154663826020,12.62316101369810,10.200341456077600,Rust
Sugarcane,Spring,34.77459743685830,61.64331400581250,1.3310054902510200,46.40005992043830,9.299176457504140,7.171267249170790,Brown Spot
Rice,Winter,16.56406482080420,88.81442562146050,22.593628935650400,54.70262937853180,1.3893219693840400,7.83362824213186,Common Rust
Oat,Autumn,23.271132250311800,67.80147589900910,46.90598752627950,45.76516166491460,10.839339779954200,10.325187848053300,Blast
Oat,Spring,18.32899026496200,43.71308395991780,48.17263691592480,16.209558091522400,9.55866902124026,10.662437601597800,Powdery Mildew
Cotton,Autumn,19.077872398099700,55.97971737243930,10.551190069146300,39.602068881789,7.6753238909090600,6.801406278883700,Brown Spot
Sugarcane,Spring,10.822806449437000,88.02768521690130,10.19628679723190,56.108805953437400,24.054931307719100,7.5368840145292900,Gray Leaf Spot
Cassava,Winter,19.602395403766900,43.42680225068050,11.58275187802930,42.19139614943410,9.633741890296930,7.612776440720840,Northern Corn Leaf Blight
Cassava,Autumn,21.985219204260400,76.49776150470750,38.85767597153300,26.163606627580500,14.68846210403670,7.789632273922670,Sheath Blight
Barley,Autumn,26.11420507280090,51.08059178040760,44.38678116931490,46.85525393594030,5.314519994184850,6.4227540110072200,Blast
Oat,Summer,22.805448589501300,79.22184439233530,43.71122026002260,13.934887090034400,7.139717687727230,7.793084413900690,Gray Leaf Spot
Tomato,Autumn,27.08063583929570,34.66733396897830,49.5735331108176,22.609189180538000,14.345278316818900,8.218287095748930,Northern Corn Leaf Blight
Cassava,Autumn,17.501605283803800,59.03220619435770,3.8126462006779500,23.041044214518100,9.561244058497100,8.902774401704500,Powdery Mildew
Sorghum,Winter,10.132478600652900,50.5945589553273,0.1284976853108580,38.32635606345230,2.372948947522000,7.965504085429750,Rust
Corn,Winter,10.715372476892000,69.03982123010210,19.42963041400950,50.63695096176160,21.346077263296700,9.535459730139290,Sheath Blight
Oat,Summer,11.119735094848400,52.99115322252800,31.78308275221200,32.92634456801400,8.371631451518970,10.487515866644500,Blast
Sunflower,Winter,16.991030725407600,95.87090651617060,22.847970116878000,55.64589548732630,13.129614355958700,11.198838150646400,Sheath Blight
Barley,Summer,29.745076139369700,87.32437622626630,46.01842735733010,30.69374847141010,11.624954329663000,5.05089215450373,Brown Spot
Rice,Spring,34.78076493708860,63.405699342308200,46.92141771134460,24.361218472797200,0.526528085495076,6.9461443953177100,Gray Leaf Spot
Barley,Autumn,20.796308716058500,63.88030174949440,29.007084196981100,23.089640008538800,17.20732269423790,5.792538374399940,Powdery Mildew
Tomato,Spring,14.637262723470600,71.07585944471270,13.350581737082700,46.34650732478190,8.486964834216350,8.270485380631380,Gray Leaf Spot
Barley,Autumn,31.378017728253400,63.8705421381893,37.1821694461998,12.20436232027970,10.274256697427100,10.396784677534,Blast
Corn,Summer,24.668961823397300,71.30532396775160,48.5750097350276,45.31675139062120,24.96022971802640,9.94973606379491,Fusarium Head Blight
Wheat,Spring,33.36873997083450,38.64085369798250,47.69492792363160,43.674501963332400,9.848230902379460,5.2043652816807500,Fusarium Head Blight
Sunflower,Spring,16.257744657056100,52.3925843477517,30.24016257471720,47.534922525085000,23.46662040112850,11.509755869400500,Sheath Blight
Cassava,Spring,21.723271975064700,65.81297392884780,21.880312961946000,29.725774757120200,12.65166883138310,5.168880110081810,Rust
Sunflower,Summer,21.57492620335510,85.77851556495400,31.652848680949800,20.322090734005300,14.422575946941600,6.744430821949710,Gray Leaf Spot
Peanut,Autumn,23.275195524273800,41.26044220745050,45.16140842025710,16.294380289514200,5.428217919109100,5.898305241393810,Gray Leaf Spot
Cassava,Summer,34.22188780333270,54.97559212275690,1.8045682161311700,41.88146419188870,24.346213630017700,11.315213985138600,Northern Corn Leaf Blight
Millet,Winter,25.773687780976600,66.50928298024600,3.291117679368590,44.603408294160700,8.265957627885370,10.461014666225600,Blast
Soybean,Summer,19.332298517374200,94.4720863177036,44.47380636224090,37.32632948127400,2.6426486289271100,11.924028572495900,Gray Leaf Spot
Millet,Summer,24.461408652137000,35.577567165842200,25.089551825449800,13.434464655137600,3.233669124305450,9.136577975889260,Gray Leaf Spot
Cassava,Spring,24.258118162864100,67.27432734478760,18.305294745966900,15.26711410331630,6.88315189725133,10.44391379711520,Fusarium Head Blight
Rice,Winter,24.283180576569200,35.52214189123350,6.720390844042550,53.870167587449200,11.102545507283200,6.667571810320520,Gray Leaf Spot
Tomato,Autumn,18.70583253662950,85.68427154293680,15.254930064266600,38.60085233355490,12.03013874137910,7.953734133160530,Blast
Lentil,Spring,27.584063389484100,44.14130894564730,4.179943511992120,44.57432971178460,16.03076597366660,8.797694167045170,Sheath Blight
Lentil,Winter,10.314530485664100,65.17378148968460,26.45839267125740,34.51382479158360,13.900098962683400,6.653632158468850,Sheath Blight
Rice,Spring,30.836899366339900,73.23936945541900,21.58421735418230,26.309106663601600,2.579713671249730,6.925663799821300,Powdery Mildew
Sugarcane,Summer,17.332355819614500,92.1537546601594,35.60242906429450,49.915141178148000,21.256210974786400,5.373223987938120,Blast
Rice,Spring,29.334701466790900,47.93985173251460,27.820054005537400,36.88357603051930,14.611053227452200,6.811705406477480,Northern Corn Leaf Blight
Oat,Autumn,22.072932749614400,91.10584594026280,1.4090993819849800,59.63982017572620,20.101505530560000,11.097837094626300,Common Rust
Sunflower,Summer,24.112623493014900,65.43873226386270,38.97206145754690,29.865560952401100,16.15280792044530,6.7197834931003500,Rust
Lentil,Summer,11.88034093204950,76.5613934617216,33.92457530708350,20.39674160954900,13.148611627655000,9.742067349506330,Rust
Wheat,Spring,28.91886288436020,33.24809792814170,6.897828668562530,23.4632088868606,14.13174049538690,10.207034054550100,Sheath Blight
Tomato,Summer,26.368205786598200,31.96193991546450,47.986359098058700,58.91966492972780,5.275837528460300,7.177261460131580,Brown Spot
Soybean,Autumn,29.07938372435940,85.46447196799580,14.211481485032200,19.206441192913600,14.03108556308590,11.559585904340700,Fusarium Head Blight
Sugarcane,Autumn,17.011706761260400,84.28183610421050,12.10441246983620,53.481995305157000,20.859820460783700,9.798703574029970,Blast
Rice,Autumn,19.221546759208200,56.58635542672620,46.1975619566807,57.586106852255900,9.130487666102710,11.838096214489400,Brown Spot
Lentil,Winter,33.99031445661170,50.37225553627990,8.5231581786339,27.90005478286680,1.6771633963462900,10.602123989913600,Brown Spot
Lentil,Autumn,27.657022406688200,36.66646681295230,33.815745007167700,33.415073593626300,19.71350674554190,7.934327007801150,Powdery Mildew
Peanut,Autumn,12.897342701293700,70.4945384610304,49.144058521798500,18.182202410379500,19.627953211966200,8.067332855743870,Brown Spot
Corn,Autumn,10.417323533803100,50.76096875767620,6.903665191385010,26.503301153126700,6.37984281144888,8.718309395205460,Blast
Cassava,Summer,32.281286071563400,84.71965681823240,4.256546910490610,45.44535378294200,21.696866915074100,5.002805403970020,Blast
Soybean,Autumn,20.523425613779300,75.93061474145120,43.71283422975600,20.41511032761550,7.966175230177110,7.843840293469530,Rust
Millet,Autumn,26.716797451241900,93.75984739797660,4.832992824329900,54.6210564195418,10.585535449006300,6.971046748510470,Sheath Blight
Lentil,Summer,19.18815475920360,45.34507959544250,12.574212881998900,31.516504868800700,23.561064271755900,9.489455440912930,Blast
Lentil,Spring,30.951213931081200,67.43124646235320,20.25129204096570,56.27484189584010,18.122718482909700,7.506592718904880,Sheath Blight
Sunflower,Summer,28.321780373231000,78.00918730690790,19.61979310148930,18.408936568142800,23.312534014772900,11.724625494361100,Powdery Mildew
Cassava,Summer,29.896686925355600,73.25969804932490,23.984703275581100,39.24732762170430,16.502756127919700,6.449610494782170,Sheath Blight
Sugarcane,Autumn,23.990221631709900,85.93012337058440,39.93351505920880,33.92403550152290,18.308525994536300,6.953094131901730,Common Rust
Tomato,Winter,19.4490532055767,31.201919572079900,39.85521411448570,21.244308964997400,17.416352563732300,6.834646211245420,Rust
Sorghum,Spring,22.958002098889800,48.20648346499390,38.21927691798880,52.31671076716440,14.020580846638800,5.359347239818350,Northern Corn Leaf Blight
Peanut,Summer,27.67786954018540,37.74977643082380,38.78964705936600,10.242242824704700,8.618951034558390,8.09825415391823,Sheath Blight
Oat,Spring,25.740852702462200,66.10861518155950,19.90471278234580,27.044193861944700,5.153488630275850,9.168052861873380,Gray Leaf Spot
Soybean,Summer,29.168498019370800,61.92437717910050,17.96158098877440,28.63311803804570,1.2512789892432200,5.698495447958240,Fusarium Head Blight
Barley,Winter,14.530331623657500,85.66035165101250,6.681931836348650,20.831444644295300,2.301974815250890,6.799157984365760,Common Rust
Lentil,Summer,23.917273066928600,52.779348252932800,0.2086895592375180,47.43763651268370,22.819502869516700,11.612000295849600,Sheath Blight
Sugarcane,Summer,19.64294543102870,54.319558716393600,47.500217036476300,45.93595664213870,23.452025058364600,5.489156563610080,Powdery Mildew
Tomato,Autumn,30.296946212939300,55.79511124881020,36.00110472977410,43.96325677741460,21.647808760440300,7.892538684034790,Sheath Blight
Millet,Autumn,16.640179740109800,73.96096044719620,24.909747997884600,44.87015028007610,14.447541812846300,5.006838293532530,Rust
Soybean,Winter,27.637109509946100,96.76901146608140,12.33829476158790,32.105428763212500,11.38882294716650,7.627329835917740,Rust
Rice,Spring,13.06001107126290,57.871268181788400,11.404788084041600,26.08015048744040,14.366256247050400,6.498221886312030,Rust
Corn,Autumn,26.002818354030200,45.31633290841820,27.591100882573200,28.082590986488400,17.774888910131700,11.21030536704880,Northern Corn Leaf Blight
Sugarcane,Winter,24.091748164606100,39.241141964592600,29.670859959109400,11.603854772906200,24.342733119450400,9.453393790086230,Gray Leaf Spot
Sorghum,Autumn,24.4340125932137,66.12576495510790,40.72269113642590,24.86417452003340,2.3400607656650100,5.055454780941190,Gray Leaf Spot
Sorghum,Autumn,29.71563821585830,50.766145463055300,17.18623129382180,12.05542318866230,24.050993060761600,6.116708866846510,Gray Leaf Spot
Sugarcane,Summer,18.692406588081800,83.1639595375395,19.72743663772850,57.28813836135400,19.68486942804730,8.982624056705340,Common Rust
Tomato,Autumn,17.249348666586600,87.00914543050180,48.87399981128740,20.184865351797800,17.69679594744540,8.683911041377510,Northern Corn Leaf Blight
Cotton,Winter,26.72786851285870,96.81008250206330,13.819105222881200,59.70018076263520,19.60653229253120,6.71630197118799,Common Rust
Cassava,Autumn,18.88033100918900,54.777498544255900,47.044072363489400,41.95199041420110,22.83226633508810,5.679497132984410,Brown Spot
Barley,Autumn,12.569379912190700,46.149308640962000,39.995379527661600,46.05974896950900,23.07246841642910,9.622172815404580,Gray Leaf Spot
Tomato,Autumn,28.2171992654981,82.01091353006810,38.38539187187470,12.753458796206400,16.582543320762600,8.151721167192840,Brown Spot
Sunflower,Summer,27.499422227721200,60.41774458418900,41.096566043925,13.675513533200800,11.162972194394800,10.450817861969600,Common Rust
Wheat,Summer,17.96644718074680,40.39596689426330,29.989028967479000,31.50004896185080,6.453509152879680,8.150919786083390,Fusarium Head Blight
Millet,Autumn,30.22214145221750,92.50216676500800,35.852878215078900,53.25694347818210,17.292832203191900,5.045209411708020,Fusarium Head Blight
Oat,Autumn,14.67869771671220,50.993288098375100,31.219260919241800,10.436774493023600,12.90777082866570,7.519114737095300,Northern Corn Leaf Blight
Rice,Winter,10.12323924794450,38.00217827458610,45.67968808661560,35.5741717275873,17.386431592309600,7.144245539611110,Rust
Cassava,Autumn,30.37510948548440,32.3368569796566,13.089259354765200,24.27928578428900,21.74666265538910,6.416351131338400,Common Rust
Lentil,Winter,23.516851885437100,67.97807786446920,41.8942585798912,57.0595941344809,2.7879340605658100,7.886707277663580,Fusarium Head Blight
Sugarcane,Autumn,21.83873398462770,87.36398126085610,0.4288024594370670,43.7119449518892,16.565038276503700,9.988626737179360,Sheath Blight
Tomato,Winter,13.56336347517840,72.78912503956140,23.122343140203700,39.66910818842630,9.444378876848390,10.828839874288800,Powdery Mildew
Wheat,Summer,15.158439656854400,45.549378650566300,18.09321085165280,56.069319378404700,12.821753469619500,7.007225663521790,Gray Leaf Spot
Peanut,Autumn,21.370325889292800,51.19001250129980,32.397943584450800,31.0822841220289,19.818205178197800,9.683138528910260,Northern Corn Leaf Blight
Wheat,Winter,25.167924988519400,71.73636950758850,40.5078274578662,19.632308652821700,20.86887394683440,5.587571123629200,Blast
Cotton,Winter,30.71079343569560,52.45791667698430,46.931197540189600,28.498829258317300,9.318593089388180,8.824501493619180,Sheath Blight
Wheat,Spring,23.288012418845400,75.21005884313510,40.94812571682270,29.168919084536900,24.642540490456900,11.05162162026110,Gray Leaf Spot
Cotton,Spring,20.53630521441670,77.42583318971900,6.411786905428240,29.528744732762100,5.700625361994720,7.797943075852420,Powdery Mildew
Wheat,Autumn,18.963746058608500,40.08479266216040,10.509588193895500,19.072885281313700,8.980211517698960,6.712304936429610,Gray Leaf Spot
Sugarcane,Autumn,10.006739886228400,69.13658478770830,10.753917849317100,15.784910509740600,23.939149154281100,11.284048554167500,Blast
Cotton,Spring,16.679708725564800,31.024348555943900,46.00483193802950,41.14368271553180,11.27559460052250,10.943584210496200,Northern Corn Leaf Blight
Rice,Spring,34.48636180156710,91.5641671429221,11.65734500754390,27.173440244867500,23.493230327045000,11.471011415972600,Blast
Oat,Autumn,18.806957589221500,35.23698668213910,34.69718429865790,17.79285740924670,21.156498817220400,6.632733838425080,Fusarium Head Blight
Cassava,Spring,28.933087685366600,84.48790035089350,16.61584567962630,11.378991125120000,13.772058272322000,11.759700782404100,Powdery Mildew
Corn,Winter,18.175309506727000,50.649071572366700,0.5091568226444690,27.819579224734900,3.2127757419241000,9.350312038974490,Brown Spot
Sugarcane,Winter,21.50416090324110,55.312299359243100,34.9490165543514,44.4432842624891,16.660774940902600,5.305503751155100,Sheath Blight
Tomato,Winter,33.84722327128930,98.51462710785150,49.60153222884820,12.232037910353700,24.02665111843810,9.83027411357363,Blast
Cassava,Spring,11.155778028157800,42.76927194457230,28.152791764033700,32.45136622061260,2.58959334081246,5.7447470286879100,Brown Spot
Sorghum,Autumn,24.763508842475800,41.96101799270490,12.118901744909900,23.27581458426990,9.937803718097980,11.063134485035400,Blast
Tomato,Summer,16.566543856721000,65.08965589868610,48.74570985586750,16.287229644011500,4.016416815331220,9.119725672524420,Brown Spot
Sorghum,Spring,16.292116918972900,83.59348965685120,37.94198157216720,52.28035030385280,3.983360107407340,11.65795954741210,Sheath Blight
Soybean,Winter,16.015727366157000,84.52010900072720,0.06210834472633600,41.05125185109400,22.979711175310400,10.509493506046400,Common Rust
Peanut,Spring,25.282046034010300,71.15593170786340,9.326029658856390,36.17674855251300,23.72936191773230,7.201204714632340,Rust
Cotton,Autumn,16.89111780508500,52.68768605302400,43.323222706713,18.672217393934,8.72410701131619,11.668303091403200,Common Rust
Sorghum,Autumn,20.08204888151100,30.68376793288870,14.233269665577400,41.55492394520060,21.16350970055660,10.079882266588100,Rust
Tomato,Summer,30.6561036520043,71.83841072918040,2.3195482396758400,19.280502189387300,9.993063342703330,8.781839668078080,Northern Corn Leaf Blight
Barley,Spring,25.240941808101900,79.41649645085030,38.45392872726690,47.01812958565190,18.96846237999860,11.094658810492600,Northern Corn Leaf Blight
Corn,Winter,21.529339234933600,34.28115365455660,26.16145833167140,54.63217637284130,13.033770560007100,10.306593407383800,Rust
Cassava,Autumn,11.449305308449100,67.32745639345070,44.95088837906390,35.09875750063260,7.058511644006360,5.508975984654160,Common Rust
Wheat,Winter,15.7540972172666,70.96422095612260,1.982047927867990,23.880983646452100,4.568479691987400,8.344120507277160,Blast
